idbinance,pair,price,Date,Datetime
632122,ETCUSDT,16.207,2018-07-13,"2018-07-14 00:01:46"
683182,ETCUSDT,16.4999,2018-07-14,"2018-07-15 00:25:55"
744268,ETCUSDT,16.8134,2018-07-15,"2018-07-16 00:06:39"
797178,ETCUSDT,17.2701,2018-07-16,"2018-07-17 00:05:33"
850119,ETCUSDT,18.0073,2018-07-17,"2018-07-18 00:09:57"
898378,ETCUSDT,17.3736,2018-07-18,"2018-07-19 00:00:50"
950598,ETCUSDT,17.3997,2018-07-19,"2018-07-20 00:03:58"
1003191,ETCUSDT,15.9371,2018-07-20,"2018-07-21 00:01:26"
1056903,ETCUSDT,16.4,2018-07-21,"2018-07-22 00:01:28"
1110242,ETCUSDT,16.0823,2018-07-22,"2018-07-23 00:00:31"
1163999,ETCUSDT,16.0092,2018-07-23,"2018-07-24 00:00:36"
1217495,ETCUSDT,16.5518,2018-07-24,"2018-07-25 00:06:00"
1270743,ETCUSDT,16.6242,2018-07-25,"2018-07-26 00:05:09"
1321503,ETCUSDT,16.55,2018-07-26,"2018-07-27 00:05:30"
1373767,ETCUSDT,17.1654,2018-07-27,"2018-07-28 00:03:01"
1425655,ETCUSDT,16.8319,2018-07-28,"2018-07-29 00:07:38"
1479433,ETCUSDT,16.7899,2018-07-29,"2018-07-30 00:06:53"
1531453,ETCUSDT,17.18,2018-07-30,"2018-07-31 00:19:36"
1582611,ETCUSDT,16.5279,2018-07-31,"2018-08-01 00:03:56"
1636191,ETCUSDT,15.0371,2018-08-01,"2018-08-02 00:01:09"
1688631,ETCUSDT,14.9081,2018-08-02,"2018-08-03 00:00:54"
1749431,ETCUSDT,16.7701,2018-08-03,"2018-08-04 00:06:54"
1804151,ETCUSDT,16.2743,2018-08-04,"2018-08-05 00:06:54"
1858871,ETCUSDT,17.4879,2018-08-05,"2018-08-06 00:06:56"
1919671,ETCUSDT,18.26,2018-08-06,"2018-08-07 00:06:17"
1975911,ETCUSDT,17.2412,2018-08-07,"2018-08-08 00:05:44"
2040997,ETCUSDT,14.7697,2018-08-08,"2018-08-09 00:08:22"
2097697,ETCUSDT,15.1541,2018-08-09,"2018-08-10 00:04:14"
2152129,ETCUSDT,14.0972,2018-08-10,"2018-08-11 00:04:17"
2207081,ETCUSDT,13.5172,2018-08-11,"2018-08-12 00:08:12"
2210102,ETCUSDT,13.3001,2018-08-12,"2018-08-13 00:05:49"
2212895,ETCUSDT,12.2499,2018-08-13,"2018-08-14 00:08:47"
2215631,ETCUSDT,10.9714,2018-08-14,"2018-08-15 00:08:49"
84538,ETHUSDT,754.99,2018-01-01,"2018-01-02 01:00:00"
84539,ETHUSDT,855.28,2018-01-02,"2018-01-03 01:00:00"
84540,ETHUSDT,934.03,2018-01-03,"2018-01-04 01:00:00"
84541,ETHUSDT,940,2018-01-04,"2018-01-05 01:00:00"
84542,ETHUSDT,959.3,2018-01-05,"2018-01-06 01:00:00"
84543,ETHUSDT,1004.11,2018-01-06,"2018-01-07 01:00:00"
84544,ETHUSDT,1123.09,2018-01-07,"2018-01-08 01:00:00"
84545,ETHUSDT,1133.18,2018-01-08,"2018-01-09 01:00:00"
84546,ETHUSDT,1291,2018-01-09,"2018-01-10 01:00:00"
84547,ETHUSDT,1247,2018-01-10,"2018-01-11 01:00:00"
84548,ETHUSDT,1138.93,2018-01-11,"2018-01-12 01:00:00"
84549,ETHUSDT,1253.87,2018-01-12,"2018-01-13 01:00:00"
84550,ETHUSDT,1388.02,2018-01-13,"2018-01-14 01:00:00"
84551,ETHUSDT,1347,2018-01-14,"2018-01-15 01:00:00"
84552,ETHUSDT,1271,2018-01-15,"2018-01-16 01:00:00"
84553,ETHUSDT,1000,2018-01-16,"2018-01-17 01:00:00"
84554,ETHUSDT,1000,2018-01-17,"2018-01-18 01:00:00"
84555,ETHUSDT,994,2018-01-18,"2018-01-19 01:00:00"
84556,ETHUSDT,1032.5,2018-01-19,"2018-01-20 01:00:00"
84557,ETHUSDT,1152.75,2018-01-20,"2018-01-21 01:00:00"
84558,ETHUSDT,1049,2018-01-21,"2018-01-22 01:00:00"
84559,ETHUSDT,993,2018-01-22,"2018-01-23 01:00:00"
84560,ETHUSDT,980,2018-01-23,"2018-01-24 01:00:00"
84561,ETHUSDT,1061,2018-01-24,"2018-01-25 01:00:00"
84562,ETHUSDT,1056.52,2018-01-25,"2018-01-26 01:00:00"
84563,ETHUSDT,1051.03,2018-01-26,"2018-01-27 01:00:00"
84564,ETHUSDT,1118.99,2018-01-27,"2018-01-28 01:00:00"
84565,ETHUSDT,1251.96,2018-01-28,"2018-01-29 01:00:00"
84566,ETHUSDT,1177.01,2018-01-29,"2018-01-30 01:00:00"
84567,ETHUSDT,1085.5,2018-01-30,"2018-01-31 01:00:00"
84568,ETHUSDT,1124.81,2018-01-31,"2018-02-01 01:00:00"
84569,ETHUSDT,1041.94,2018-02-01,"2018-02-02 01:00:00"
84570,ETHUSDT,922.3,2018-02-02,"2018-02-03 01:00:00"
84571,ETHUSDT,971,2018-02-03,"2018-02-04 01:00:00"
84572,ETHUSDT,823.56,2018-02-04,"2018-02-05 01:00:00"
84573,ETHUSDT,697.92,2018-02-05,"2018-02-06 01:00:00"
84574,ETHUSDT,779.25,2018-02-06,"2018-02-07 01:00:00"
84575,ETHUSDT,754,2018-02-07,"2018-02-08 01:00:00"
84576,ETHUSDT,781.66,2018-02-08,"2018-02-09 01:00:00"
84577,ETHUSDT,877,2018-02-09,"2018-02-10 01:00:00"
84578,ETHUSDT,851.15,2018-02-10,"2018-02-11 01:00:00"
84579,ETHUSDT,808.99,2018-02-11,"2018-02-12 01:00:00"
84580,ETHUSDT,866.66,2018-02-12,"2018-02-13 01:00:00"
84581,ETHUSDT,841.57,2018-02-13,"2018-02-14 01:00:00"
84582,ETHUSDT,919.09,2018-02-14,"2018-02-15 01:00:00"
84583,ETHUSDT,924.55,2018-02-15,"2018-02-16 01:00:00"
84584,ETHUSDT,938.67,2018-02-16,"2018-02-17 01:00:00"
84585,ETHUSDT,969.99,2018-02-17,"2018-02-18 01:00:00"
84586,ETHUSDT,911,2018-02-18,"2018-02-19 01:00:00"
84587,ETHUSDT,938.11,2018-02-19,"2018-02-20 01:00:00"
84588,ETHUSDT,882.99,2018-02-20,"2018-02-21 01:00:00"
84589,ETHUSDT,835.89,2018-02-21,"2018-02-22 01:00:00"
84590,ETHUSDT,801.49,2018-02-22,"2018-02-23 01:00:00"
84591,ETHUSDT,851.6,2018-02-23,"2018-02-24 01:00:00"
84592,ETHUSDT,833.94,2018-02-24,"2018-02-25 01:00:00"
84593,ETHUSDT,841.19,2018-02-25,"2018-02-26 01:00:00"
84594,ETHUSDT,867.98,2018-02-26,"2018-02-27 01:00:00"
84595,ETHUSDT,870.11,2018-02-27,"2018-02-28 01:00:00"
84596,ETHUSDT,853.5,2018-02-28,"2018-03-01 01:00:00"
84597,ETHUSDT,870.63,2018-03-01,"2018-03-02 01:00:00"
84598,ETHUSDT,856.28,2018-03-02,"2018-03-03 01:00:00"
84599,ETHUSDT,856.02,2018-03-03,"2018-03-04 01:00:00"
84600,ETHUSDT,866.66,2018-03-04,"2018-03-05 01:00:00"
84601,ETHUSDT,849.84,2018-03-05,"2018-03-06 01:00:00"
84602,ETHUSDT,813.11,2018-03-06,"2018-03-07 01:00:00"
84603,ETHUSDT,749.9,2018-03-07,"2018-03-08 01:00:00"
84604,ETHUSDT,695.46,2018-03-08,"2018-03-09 01:00:00"
84605,ETHUSDT,723.71,2018-03-09,"2018-03-10 01:00:00"
84606,ETHUSDT,680.58,2018-03-10,"2018-03-11 01:00:00"
84607,ETHUSDT,720.85,2018-03-11,"2018-03-12 01:00:00"
84608,ETHUSDT,697.11,2018-03-12,"2018-03-13 01:00:00"
84609,ETHUSDT,689.94,2018-03-13,"2018-03-14 01:00:00"
84610,ETHUSDT,610.1,2018-03-14,"2018-03-15 01:00:00"
84611,ETHUSDT,608.83,2018-03-15,"2018-03-16 01:00:00"
84612,ETHUSDT,599.05,2018-03-16,"2018-03-17 01:00:00"
84613,ETHUSDT,546.95,2018-03-17,"2018-03-18 01:00:00"
84614,ETHUSDT,537,2018-03-18,"2018-03-19 01:00:00"
84615,ETHUSDT,556.88,2018-03-19,"2018-03-20 01:00:00"
84616,ETHUSDT,557,2018-03-20,"2018-03-21 01:00:00"
84617,ETHUSDT,559.17,2018-03-21,"2018-03-22 01:00:00"
84618,ETHUSDT,539.92,2018-03-22,"2018-03-23 01:00:00"
84619,ETHUSDT,543.03,2018-03-23,"2018-03-24 01:00:00"
84620,ETHUSDT,520.22,2018-03-24,"2018-03-25 01:00:00"
84621,ETHUSDT,523.74,2018-03-25,"2018-03-26 02:00:00"
84622,ETHUSDT,485,2018-03-26,"2018-03-27 02:00:00"
84623,ETHUSDT,448.5,2018-03-27,"2018-03-28 02:00:00"
84624,ETHUSDT,446.67,2018-03-28,"2018-03-29 02:00:00"
84625,ETHUSDT,384,2018-03-29,"2018-03-30 02:00:00"
84626,ETHUSDT,392.43,2018-03-30,"2018-03-31 02:00:00"
84627,ETHUSDT,393.92,2018-03-31,"2018-04-01 02:00:00"
84628,ETHUSDT,378.58,2018-04-01,"2018-04-02 02:00:00"
84629,ETHUSDT,385.05,2018-04-02,"2018-04-03 02:00:00"
84630,ETHUSDT,415.01,2018-04-03,"2018-04-04 02:00:00"
84631,ETHUSDT,378.16,2018-04-04,"2018-04-05 02:00:00"
84632,ETHUSDT,381.22,2018-04-05,"2018-04-06 02:00:00"
84633,ETHUSDT,368.89,2018-04-06,"2018-04-07 02:00:00"
84634,ETHUSDT,384.51,2018-04-07,"2018-04-08 02:00:00"
84635,ETHUSDT,400.4,2018-04-08,"2018-04-09 02:00:00"
84636,ETHUSDT,399.44,2018-04-09,"2018-04-10 02:00:00"
84637,ETHUSDT,416.07,2018-04-10,"2018-04-11 02:00:00"
84638,ETHUSDT,429.52,2018-04-11,"2018-04-12 02:00:00"
84639,ETHUSDT,495.67,2018-04-12,"2018-04-13 02:00:00"
84640,ETHUSDT,495.11,2018-04-13,"2018-04-14 02:00:00"
84641,ETHUSDT,502.68,2018-04-14,"2018-04-15 02:00:00"
84642,ETHUSDT,533.88,2018-04-15,"2018-04-16 02:00:00"
84643,ETHUSDT,511.46,2018-04-16,"2018-04-17 02:00:00"
84644,ETHUSDT,502.56,2018-04-17,"2018-04-18 02:00:00"
84645,ETHUSDT,526.09,2018-04-18,"2018-04-19 02:00:00"
84646,ETHUSDT,568.14,2018-04-19,"2018-04-20 02:00:00"
84647,ETHUSDT,617.09,2018-04-20,"2018-04-21 02:00:00"
84648,ETHUSDT,604.87,2018-04-21,"2018-04-22 02:00:00"
84649,ETHUSDT,620.92,2018-04-22,"2018-04-23 02:00:00"
84650,ETHUSDT,645.09,2018-04-23,"2018-04-24 02:00:00"
84651,ETHUSDT,701.58,2018-04-24,"2018-04-25 02:00:00"
84652,ETHUSDT,618,2018-04-25,"2018-04-26 02:00:00"
84653,ETHUSDT,661.51,2018-04-26,"2018-04-27 02:00:00"
84654,ETHUSDT,643.46,2018-04-27,"2018-04-28 02:00:00"
84655,ETHUSDT,682.86,2018-04-28,"2018-04-29 02:00:00"
84656,ETHUSDT,690.85,2018-04-29,"2018-04-30 02:00:00"
84657,ETHUSDT,670.78,2018-04-30,"2018-05-01 02:00:00"
84658,ETHUSDT,672,2018-05-01,"2018-05-02 02:00:00"
84659,ETHUSDT,688.56,2018-05-02,"2018-05-03 02:00:00"
84660,ETHUSDT,779,2018-05-03,"2018-05-04 02:00:00"
84661,ETHUSDT,785.99,2018-05-04,"2018-05-05 02:00:00"
84662,ETHUSDT,819.5,2018-05-05,"2018-05-06 02:00:00"
84663,ETHUSDT,794.3,2018-05-06,"2018-05-07 02:00:00"
84664,ETHUSDT,752.49,2018-05-07,"2018-05-08 02:00:00"
84665,ETHUSDT,748.99,2018-05-08,"2018-05-09 02:00:00"
84666,ETHUSDT,751.75,2018-05-09,"2018-05-10 02:00:00"
84667,ETHUSDT,722.52,2018-05-10,"2018-05-11 02:00:00"
84668,ETHUSDT,676.96,2018-05-11,"2018-05-12 02:00:00"
84669,ETHUSDT,684.11,2018-05-12,"2018-05-13 02:00:00"
84670,ETHUSDT,729.08,2018-05-13,"2018-05-14 02:00:00"
84671,ETHUSDT,727.49,2018-05-14,"2018-05-15 02:00:00"
84672,ETHUSDT,704.91,2018-05-15,"2018-05-16 02:00:00"
84673,ETHUSDT,706.29,2018-05-16,"2018-05-17 02:00:00"
84674,ETHUSDT,667.62,2018-05-17,"2018-05-18 02:00:00"
84675,ETHUSDT,692.6,2018-05-18,"2018-05-19 02:00:00"
84676,ETHUSDT,697,2018-05-19,"2018-05-20 02:00:00"
84677,ETHUSDT,716.16,2018-05-20,"2018-05-21 02:00:00"
84678,ETHUSDT,696.7,2018-05-21,"2018-05-22 02:00:00"
84679,ETHUSDT,640.99,2018-05-22,"2018-05-23 02:00:00"
84680,ETHUSDT,577.19,2018-05-23,"2018-05-24 02:00:00"
84681,ETHUSDT,602.18,2018-05-24,"2018-05-25 02:00:00"
84682,ETHUSDT,585.55,2018-05-25,"2018-05-26 02:00:00"
84683,ETHUSDT,586,2018-05-26,"2018-05-27 02:00:00"
84684,ETHUSDT,570.4,2018-05-27,"2018-05-28 02:00:00"
84685,ETHUSDT,511.5,2018-05-28,"2018-05-29 02:00:00"
84686,ETHUSDT,567.36,2018-05-29,"2018-05-30 02:00:00"
84687,ETHUSDT,557.19,2018-05-30,"2018-05-31 02:00:00"
84688,ETHUSDT,577.81,2018-05-31,"2018-06-01 02:00:00"
84689,ETHUSDT,579,2018-06-01,"2018-06-02 02:00:00"
84690,ETHUSDT,590.85,2018-06-02,"2018-06-03 02:00:00"
84691,ETHUSDT,619.66,2018-06-03,"2018-06-04 02:00:00"
84692,ETHUSDT,591.02,2018-06-04,"2018-06-05 02:00:00"
84693,ETHUSDT,609.05,2018-06-05,"2018-06-06 02:00:00"
84694,ETHUSDT,607.4,2018-06-06,"2018-06-07 02:00:00"
84695,ETHUSDT,605.16,2018-06-07,"2018-06-08 02:00:00"
84696,ETHUSDT,598.68,2018-06-08,"2018-06-09 02:00:00"
84697,ETHUSDT,592.87,2018-06-09,"2018-06-10 02:00:00"
84698,ETHUSDT,524.11,2018-06-10,"2018-06-11 02:00:00"
84699,ETHUSDT,531.69,2018-06-11,"2018-06-12 02:00:00"
84700,ETHUSDT,493,2018-06-12,"2018-06-13 02:00:00"
84701,ETHUSDT,475.47,2018-06-13,"2018-06-14 02:00:00"
84702,ETHUSDT,519.29,2018-06-14,"2018-06-15 02:00:00"
84703,ETHUSDT,487.48,2018-06-15,"2018-06-16 02:00:00"
84704,ETHUSDT,496.74,2018-06-16,"2018-06-17 02:00:00"
84705,ETHUSDT,497.14,2018-06-17,"2018-06-18 02:00:00"
84706,ETHUSDT,517.95,2018-06-18,"2018-06-19 02:00:00"
84707,ETHUSDT,537.97,2018-06-19,"2018-06-20 02:00:00"
84708,ETHUSDT,536.49,2018-06-20,"2018-06-21 02:00:00"
84709,ETHUSDT,526.18,2018-06-21,"2018-06-22 02:00:00"
84710,ETHUSDT,462.09,2018-06-22,"2018-06-23 02:00:00"
84711,ETHUSDT,473.41,2018-06-23,"2018-06-24 02:00:00"
84712,ETHUSDT,454.41,2018-06-24,"2018-06-25 02:00:00"
84713,ETHUSDT,458.7,2018-06-25,"2018-06-26 02:00:00"
84714,ETHUSDT,429.34,2018-06-26,"2018-06-27 02:00:00"
84715,ETHUSDT,441.64,2018-06-27,"2018-06-28 02:00:00"
84716,ETHUSDT,420.22,2018-06-28,"2018-06-29 02:00:00"
84717,ETHUSDT,434.77,2018-06-29,"2018-06-30 02:00:00"
84718,ETHUSDT,454.09,2018-06-30,"2018-07-01 02:00:00"
1487,ETHUSDT,475.66,2018-07-01,"2018-07-02 02:00:00"
16806,ETHUSDT,481.34,2018-07-02,"2018-07-03 00:00:05"
84721,ETHUSDT,468.81,2018-07-03,"2018-07-04 00:06:07"
168371,ETHUSDT,474.58,2018-07-04,"2018-07-05 00:05:22"
216381,ETHUSDT,463.51,2018-07-05,"2018-07-06 00:01:24"
269553,ETHUSDT,470.32,2018-07-06,"2018-07-07 00:03:02"
322833,ETHUSDT,464.33,2018-07-07,"2018-07-08 00:03:00"
376113,ETHUSDT,490.01,2018-07-08,"2018-07-09 00:03:03"
427913,ETHUSDT,477.8,2018-07-09,"2018-07-10 00:01:12"
478973,ETHUSDT,439.03,2018-07-10,"2018-07-11 00:09:51"
531143,ETHUSDT,440.92,2018-07-11,"2018-07-12 00:48:52"
581463,ETHUSDT,426.36,2018-07-12,"2018-07-13 00:09:24"
631783,ETHUSDT,431.56,2018-07-13,"2018-07-14 00:01:46"
682843,ETHUSDT,434.54,2018-07-14,"2018-07-15 00:25:55"
743929,ETHUSDT,452.54,2018-07-15,"2018-07-16 00:06:39"
796839,ETHUSDT,476.07,2018-07-16,"2018-07-17 00:05:33"
849780,ETHUSDT,503.31,2018-07-17,"2018-07-18 00:09:57"
898039,ETHUSDT,475.05,2018-07-18,"2018-07-19 00:00:50"
950259,ETHUSDT,468.01,2018-07-19,"2018-07-20 00:03:58"
1002852,ETHUSDT,443.6,2018-07-20,"2018-07-21 00:01:26"
1056564,ETHUSDT,464.9,2018-07-21,"2018-07-22 00:01:28"
1109903,ETHUSDT,455.83,2018-07-22,"2018-07-23 00:00:31"
1163663,ETHUSDT,451.75,2018-07-23,"2018-07-24 00:00:36"
1217159,ETHUSDT,475.25,2018-07-24,"2018-07-25 00:06:00"
1270407,ETHUSDT,476.14,2018-07-25,"2018-07-26 00:05:09"
1321167,ETHUSDT,466.72,2018-07-26,"2018-07-27 00:05:30"
1373431,ETHUSDT,473.22,2018-07-27,"2018-07-28 00:03:01"
1425319,ETHUSDT,464.91,2018-07-28,"2018-07-29 00:07:38"
1479097,ETHUSDT,465.23,2018-07-29,"2018-07-30 00:06:53"
1531117,ETHUSDT,455.68,2018-07-30,"2018-07-31 00:19:36"
1582275,ETHUSDT,431.34,2018-07-31,"2018-08-01 00:03:56"
1635855,ETHUSDT,410.03,2018-08-01,"2018-08-02 00:01:09"
1688295,ETHUSDT,410.03,2018-08-02,"2018-08-03 00:00:54"
1749095,ETHUSDT,416.96,2018-08-03,"2018-08-04 00:06:54"
1803815,ETHUSDT,405.49,2018-08-04,"2018-08-05 00:06:54"
1858535,ETHUSDT,411.76,2018-08-05,"2018-08-06 00:06:56"
1919335,ETHUSDT,401.95,2018-08-06,"2018-08-07 00:06:17"
1975575,ETHUSDT,378.14,2018-08-07,"2018-08-08 00:05:44"
2040663,ETHUSDT,357.21,2018-08-08,"2018-08-09 00:08:22"
2097363,ETHUSDT,368.6,2018-08-09,"2018-08-10 00:04:14"
2151795,ETHUSDT,327.43,2018-08-10,"2018-08-11 00:04:17"
2207067,ETHUSDT,324.22,2018-08-11,"2018-08-12 00:08:12"
2210088,ETHUSDT,320.22,2018-08-12,"2018-08-13 00:05:49"
2212881,ETHUSDT,286.06,2018-08-13,"2018-08-14 00:08:47"
2215617,ETHUSDT,262.81,2018-08-14,"2018-08-15 00:08:49"
91231,ICXUSDT,1.9792,2018-06-13,"2018-06-14 02:00:00"
91232,ICXUSDT,2.2988,2018-06-14,"2018-06-15 02:00:00"
91233,ICXUSDT,1.9864,2018-06-15,"2018-06-16 02:00:00"
91234,ICXUSDT,2.0196,2018-06-16,"2018-06-17 02:00:00"
91235,ICXUSDT,1.9835,2018-06-17,"2018-06-18 02:00:00"
91236,ICXUSDT,2.1152,2018-06-18,"2018-06-19 02:00:00"
91237,ICXUSDT,2.0983,2018-06-19,"2018-06-20 02:00:00"
91238,ICXUSDT,2.0791,2018-06-20,"2018-06-21 02:00:00"
91239,ICXUSDT,1.994,2018-06-21,"2018-06-22 02:00:00"
91240,ICXUSDT,1.7801,2018-06-22,"2018-06-23 02:00:00"
91241,ICXUSDT,1.7433,2018-06-23,"2018-06-24 02:00:00"
91242,ICXUSDT,1.5723,2018-06-24,"2018-06-25 02:00:00"
91243,ICXUSDT,1.6275,2018-06-25,"2018-06-26 02:00:00"
91244,ICXUSDT,1.4725,2018-06-26,"2018-06-27 02:00:00"
91245,ICXUSDT,1.5151,2018-06-27,"2018-06-28 02:00:00"
91246,ICXUSDT,1.41,2018-06-28,"2018-06-29 02:00:00"
91247,ICXUSDT,1.5101,2018-06-29,"2018-06-30 02:00:00"
91248,ICXUSDT,1.56,2018-06-30,"2018-07-01 02:00:00"
1828,ICXUSDT,1.8001,2018-07-01,"2018-07-02 02:00:00"
17147,ICXUSDT,1.8172,2018-07-02,"2018-07-03 00:00:05"
91251,ICXUSDT,1.7255,2018-07-03,"2018-07-04 00:06:07"
168712,ICXUSDT,1.7712,2018-07-04,"2018-07-05 00:05:22"
216722,ICXUSDT,1.6281,2018-07-05,"2018-07-06 00:01:24"
269894,ICXUSDT,1.6996,2018-07-06,"2018-07-07 00:03:02"
323174,ICXUSDT,1.621,2018-07-07,"2018-07-08 00:03:00"
376454,ICXUSDT,1.7748,2018-07-08,"2018-07-09 00:03:03"
428254,ICXUSDT,1.6665,2018-07-09,"2018-07-10 00:01:12"
479314,ICXUSDT,1.4492,2018-07-10,"2018-07-11 00:09:51"
531484,ICXUSDT,1.432,2018-07-11,"2018-07-12 00:48:52"
581804,ICXUSDT,1.295,2018-07-12,"2018-07-13 00:09:24"
632124,ICXUSDT,1.3191,2018-07-13,"2018-07-14 00:01:46"
683184,ICXUSDT,1.3242,2018-07-14,"2018-07-15 00:25:55"
744270,ICXUSDT,1.3976,2018-07-15,"2018-07-16 00:06:39"
797180,ICXUSDT,1.4794,2018-07-16,"2018-07-17 00:05:33"
850121,ICXUSDT,1.6741,2018-07-17,"2018-07-18 00:09:57"
898380,ICXUSDT,1.538,2018-07-18,"2018-07-19 00:00:50"
950600,ICXUSDT,1.4805,2018-07-19,"2018-07-20 00:03:58"
1003193,ICXUSDT,1.3019,2018-07-20,"2018-07-21 00:01:26"
1056905,ICXUSDT,1.385,2018-07-21,"2018-07-22 00:01:28"
1110244,ICXUSDT,1.3437,2018-07-22,"2018-07-23 00:00:31"
1164001,ICXUSDT,1.3071,2018-07-23,"2018-07-24 00:00:36"
1217497,ICXUSDT,1.3118,2018-07-24,"2018-07-25 00:06:00"
1270745,ICXUSDT,1.369,2018-07-25,"2018-07-26 00:05:09"
1321505,ICXUSDT,1.2879,2018-07-26,"2018-07-27 00:05:30"
1373769,ICXUSDT,1.3125,2018-07-27,"2018-07-28 00:03:01"
1425657,ICXUSDT,1.3039,2018-07-28,"2018-07-29 00:07:38"
1479435,ICXUSDT,1.2829,2018-07-29,"2018-07-30 00:06:53"
1531455,ICXUSDT,1.2028,2018-07-30,"2018-07-31 00:19:36"
1582613,ICXUSDT,1.105,2018-07-31,"2018-08-01 00:03:56"
1636193,ICXUSDT,1.0219,2018-08-01,"2018-08-02 00:01:09"
1688633,ICXUSDT,0.9419,2018-08-02,"2018-08-03 00:00:54"
1749433,ICXUSDT,0.9147,2018-08-03,"2018-08-04 00:06:54"
1804153,ICXUSDT,0.8497,2018-08-04,"2018-08-05 00:06:54"
1858873,ICXUSDT,0.8888,2018-08-05,"2018-08-06 00:06:56"
1919673,ICXUSDT,0.8493,2018-08-06,"2018-08-07 00:06:17"
1975913,ICXUSDT,0.8411,2018-08-07,"2018-08-08 00:05:44"
2040999,ICXUSDT,0.735,2018-08-08,"2018-08-09 00:08:22"
2097699,ICXUSDT,0.8055,2018-08-09,"2018-08-10 00:04:14"
2152131,ICXUSDT,0.7046,2018-08-10,"2018-08-11 00:04:17"
2207082,ICXUSDT,0.6721,2018-08-11,"2018-08-12 00:08:12"
2210103,ICXUSDT,0.6876,2018-08-12,"2018-08-13 00:05:49"
2212896,ICXUSDT,0.5714,2018-08-13,"2018-08-14 00:08:47"
2215632,ICXUSDT,0.496,2018-08-14,"2018-08-15 00:08:49"
712950,IOTAUSDT,3.97,2018-01-01,"2018-01-02 02:00:00"
712949,IOTAUSDT,4,2018-01-02,"2018-01-03 02:00:00"
712948,IOTAUSDT,4.13,2018-01-03,"2018-01-04 02:00:00"
712947,IOTAUSDT,4.08,2018-01-04,"2018-01-05 02:00:00"
712946,IOTAUSDT,3.75,2018-01-05,"2018-01-06 02:00:00"
712945,IOTAUSDT,3.94,2018-01-06,"2018-01-07 02:00:00"
712944,IOTAUSDT,4.07,2018-01-07,"2018-01-08 02:00:00"
712943,IOTAUSDT,3.85,2018-01-08,"2018-01-09 02:00:00"
712942,IOTAUSDT,3.54,2018-01-09,"2018-01-10 02:00:00"
712941,IOTAUSDT,3.78,2018-01-10,"2018-01-11 02:00:00"
712940,IOTAUSDT,3.37,2018-01-11,"2018-01-12 02:00:00"
712939,IOTAUSDT,3.69,2018-01-12,"2018-01-13 02:00:00"
712938,IOTAUSDT,3.94,2018-01-13,"2018-01-14 02:00:00"
712937,IOTAUSDT,3.74,2018-01-14,"2018-01-15 02:00:00"
712936,IOTAUSDT,3.48,2018-01-15,"2018-01-16 02:00:00"
712935,IOTAUSDT,2.6,2018-01-16,"2018-01-17 02:00:00"
712934,IOTAUSDT,2.72,2018-01-17,"2018-01-18 02:00:00"
712933,IOTAUSDT,2.75,2018-01-18,"2018-01-19 02:00:00"
712932,IOTAUSDT,2.7,2018-01-19,"2018-01-20 02:00:00"
712931,IOTAUSDT,3,2018-01-20,"2018-01-21 02:00:00"
712930,IOTAUSDT,2.77,2018-01-21,"2018-01-22 02:00:00"
712929,IOTAUSDT,2.47,2018-01-22,"2018-01-23 02:00:00"
712928,IOTAUSDT,2.5,2018-01-23,"2018-01-24 02:00:00"
712927,IOTAUSDT,2.43,2018-01-24,"2018-01-25 02:00:00"
712926,IOTAUSDT,2.37,2018-01-25,"2018-01-26 02:00:00"
712925,IOTAUSDT,2.37,2018-01-26,"2018-01-27 02:00:00"
712924,IOTAUSDT,2.45,2018-01-27,"2018-01-28 02:00:00"
712923,IOTAUSDT,2.52,2018-01-28,"2018-01-29 02:00:00"
712922,IOTAUSDT,2.58,2018-01-29,"2018-01-30 02:00:00"
712921,IOTAUSDT,2.22,2018-01-30,"2018-01-31 02:00:00"
712920,IOTAUSDT,2.31,2018-01-31,"2018-02-01 02:00:00"
712919,IOTAUSDT,1.91,2018-02-01,"2018-02-02 02:00:00"
712918,IOTAUSDT,1.81,2018-02-02,"2018-02-03 02:00:00"
712917,IOTAUSDT,1.99,2018-02-03,"2018-02-04 02:00:00"
712916,IOTAUSDT,1.74,2018-02-04,"2018-02-05 02:00:00"
712915,IOTAUSDT,1.45,2018-02-05,"2018-02-06 02:00:00"
712914,IOTAUSDT,1.62,2018-02-06,"2018-02-07 02:00:00"
712913,IOTAUSDT,1.6,2018-02-07,"2018-02-08 02:00:00"
712912,IOTAUSDT,1.78,2018-02-08,"2018-02-09 02:00:00"
712911,IOTAUSDT,1.96,2018-02-09,"2018-02-10 02:00:00"
712910,IOTAUSDT,1.86,2018-02-10,"2018-02-11 02:00:00"
712909,IOTAUSDT,1.7,2018-02-11,"2018-02-12 02:00:00"
712908,IOTAUSDT,1.87,2018-02-12,"2018-02-13 02:00:00"
712907,IOTAUSDT,1.81,2018-02-13,"2018-02-14 02:00:00"
712906,IOTAUSDT,2.03,2018-02-14,"2018-02-15 02:00:00"
712905,IOTAUSDT,2.13,2018-02-15,"2018-02-16 02:00:00"
712904,IOTAUSDT,2.1,2018-02-16,"2018-02-17 02:00:00"
712903,IOTAUSDT,2.2,2018-02-17,"2018-02-18 02:00:00"
712902,IOTAUSDT,1.98,2018-02-18,"2018-02-19 02:00:00"
712901,IOTAUSDT,2.09,2018-02-19,"2018-02-20 02:00:00"
712900,IOTAUSDT,1.91,2018-02-20,"2018-02-21 02:00:00"
