idbinance,pair,price,Date,Datetime
744107,LTCUSDT,79.21,2018-07-15,"2018-07-16 00:06:39"
797017,LTCUSDT,82.76,2018-07-16,"2018-07-17 00:05:33"
849958,LTCUSDT,89.81,2018-07-17,"2018-07-18 00:09:57"
898217,LTCUSDT,87.02,2018-07-18,"2018-07-19 00:00:50"
950437,LTCUSDT,86.41,2018-07-19,"2018-07-20 00:03:58"
1003030,LTCUSDT,81.65,2018-07-20,"2018-07-21 00:01:26"
1056742,LTCUSDT,83.94,2018-07-21,"2018-07-22 00:01:28"
1110081,LTCUSDT,82.09,2018-07-22,"2018-07-23 00:00:31"
1163838,LTCUSDT,82.05,2018-07-23,"2018-07-24 00:00:36"
1217334,LTCUSDT,88.72,2018-07-24,"2018-07-25 00:06:00"
1270582,LTCUSDT,87.56,2018-07-25,"2018-07-26 00:05:09"
1321342,LTCUSDT,84.06,2018-07-26,"2018-07-27 00:05:30"
1373606,LTCUSDT,84.89,2018-07-27,"2018-07-28 00:03:01"
1425494,LTCUSDT,83.7,2018-07-28,"2018-07-29 00:07:38"
1479272,LTCUSDT,83.53,2018-07-29,"2018-07-30 00:06:53"
1531292,LTCUSDT,82.33,2018-07-30,"2018-07-31 00:19:36"
1582450,LTCUSDT,77.39,2018-07-31,"2018-08-01 00:03:56"
1636030,LTCUSDT,76.29,2018-08-01,"2018-08-02 00:01:09"
1688470,LTCUSDT,76.04,2018-08-02,"2018-08-03 00:00:54"
1749270,LTCUSDT,77.51,2018-08-03,"2018-08-04 00:06:54"
1803990,LTCUSDT,73.15,2018-08-04,"2018-08-05 00:06:54"
1858710,LTCUSDT,74.47,2018-08-05,"2018-08-06 00:06:56"
1919510,LTCUSDT,72.64,2018-08-06,"2018-08-07 00:06:17"
1975750,LTCUSDT,67.85,2018-08-07,"2018-08-08 00:05:44"
2040836,LTCUSDT,62.63,2018-08-08,"2018-08-09 00:08:22"
2097536,LTCUSDT,64.58,2018-08-09,"2018-08-10 00:04:14"
2151968,LTCUSDT,58.54,2018-08-10,"2018-08-11 00:04:17"
2207071,LTCUSDT,58.84,2018-08-11,"2018-08-12 00:08:12"
2210092,LTCUSDT,59.47,2018-08-12,"2018-08-13 00:05:49"
2212885,LTCUSDT,56.16,2018-08-13,"2018-08-14 00:08:47"
2215621,LTCUSDT,52.46,2018-08-14,"2018-08-15 00:08:49"
106344,NEOUSDT,78.299,2018-01-01,"2018-01-02 01:00:00"
106345,NEOUSDT,89.696,2018-01-02,"2018-01-03 01:00:00"
106346,NEOUSDT,103.505,2018-01-03,"2018-01-04 01:00:00"
106347,NEOUSDT,97.669,2018-01-04,"2018-01-05 01:00:00"
106348,NEOUSDT,95.134,2018-01-05,"2018-01-06 01:00:00"
106349,NEOUSDT,100.491,2018-01-06,"2018-01-07 01:00:00"
106350,NEOUSDT,103.096,2018-01-07,"2018-01-08 01:00:00"
106351,NEOUSDT,101.361,2018-01-08,"2018-01-09 01:00:00"
106352,NEOUSDT,126.7,2018-01-09,"2018-01-10 01:00:00"
106353,NEOUSDT,122.239,2018-01-10,"2018-01-11 01:00:00"
106354,NEOUSDT,107.701,2018-01-11,"2018-01-12 01:00:00"
106355,NEOUSDT,123.111,2018-01-12,"2018-01-13 01:00:00"
106356,NEOUSDT,139.777,2018-01-13,"2018-01-14 01:00:00"
106357,NEOUSDT,170,2018-01-14,"2018-01-15 01:00:00"
106358,NEOUSDT,189.382,2018-01-15,"2018-01-16 01:00:00"
106359,NEOUSDT,137.502,2018-01-16,"2018-01-17 01:00:00"
106360,NEOUSDT,142,2018-01-17,"2018-01-18 01:00:00"
106361,NEOUSDT,139.501,2018-01-18,"2018-01-19 01:00:00"
106362,NEOUSDT,139.523,2018-01-19,"2018-01-20 01:00:00"
106363,NEOUSDT,149.999,2018-01-20,"2018-01-21 01:00:00"
106364,NEOUSDT,132.589,2018-01-21,"2018-01-22 01:00:00"
106365,NEOUSDT,123.314,2018-01-22,"2018-01-23 01:00:00"
106366,NEOUSDT,122.77,2018-01-23,"2018-01-24 01:00:00"
106367,NEOUSDT,138,2018-01-24,"2018-01-25 01:00:00"
106368,NEOUSDT,138.024,2018-01-25,"2018-01-26 01:00:00"
106369,NEOUSDT,137.621,2018-01-26,"2018-01-27 01:00:00"
106370,NEOUSDT,141.959,2018-01-27,"2018-01-28 01:00:00"
106371,NEOUSDT,154.101,2018-01-28,"2018-01-29 01:00:00"
106372,NEOUSDT,168.289,2018-01-29,"2018-01-30 01:00:00"
106373,NEOUSDT,146.185,2018-01-30,"2018-01-31 01:00:00"
106374,NEOUSDT,146.488,2018-01-31,"2018-02-01 01:00:00"
106375,NEOUSDT,126.5,2018-02-01,"2018-02-02 01:00:00"
106376,NEOUSDT,121.155,2018-02-02,"2018-02-03 01:00:00"
106377,NEOUSDT,124.601,2018-02-03,"2018-02-04 01:00:00"
106378,NEOUSDT,107.025,2018-02-04,"2018-02-05 01:00:00"
106379,NEOUSDT,82.136,2018-02-05,"2018-02-06 01:00:00"
106380,NEOUSDT,103.534,2018-02-06,"2018-02-07 01:00:00"
106381,NEOUSDT,102.337,2018-02-07,"2018-02-08 01:00:00"
106382,NEOUSDT,109.2,2018-02-08,"2018-02-09 01:00:00"
106383,NEOUSDT,114.52,2018-02-09,"2018-02-10 01:00:00"
106384,NEOUSDT,107.3,2018-02-10,"2018-02-11 01:00:00"
106385,NEOUSDT,101.707,2018-02-11,"2018-02-12 01:00:00"
106386,NEOUSDT,111.89,2018-02-12,"2018-02-13 01:00:00"
106387,NEOUSDT,108.5,2018-02-13,"2018-02-14 01:00:00"
106388,NEOUSDT,122.001,2018-02-14,"2018-02-15 01:00:00"
106389,NEOUSDT,121.003,2018-02-15,"2018-02-16 01:00:00"
106390,NEOUSDT,127.415,2018-02-16,"2018-02-17 01:00:00"
106391,NEOUSDT,134.999,2018-02-17,"2018-02-18 01:00:00"
106392,NEOUSDT,125.121,2018-02-18,"2018-02-19 01:00:00"
106393,NEOUSDT,136.391,2018-02-19,"2018-02-20 01:00:00"
106394,NEOUSDT,124.66,2018-02-20,"2018-02-21 01:00:00"
106395,NEOUSDT,117.697,2018-02-21,"2018-02-22 01:00:00"
106396,NEOUSDT,111.478,2018-02-22,"2018-02-23 01:00:00"
106397,NEOUSDT,118.336,2018-02-23,"2018-02-24 01:00:00"
106398,NEOUSDT,115.25,2018-02-24,"2018-02-25 01:00:00"
106399,NEOUSDT,116.789,2018-02-25,"2018-02-26 01:00:00"
106400,NEOUSDT,134.402,2018-02-26,"2018-02-27 01:00:00"
106401,NEOUSDT,139.856,2018-02-27,"2018-02-28 01:00:00"
106402,NEOUSDT,131.7,2018-02-28,"2018-03-01 01:00:00"
106403,NEOUSDT,128.555,2018-03-01,"2018-03-02 01:00:00"
106404,NEOUSDT,123.58,2018-03-02,"2018-03-03 01:00:00"
106405,NEOUSDT,121.379,2018-03-03,"2018-03-04 01:00:00"
106406,NEOUSDT,119.3,2018-03-04,"2018-03-05 01:00:00"
106407,NEOUSDT,111.183,2018-03-05,"2018-03-06 01:00:00"
106408,NEOUSDT,104.357,2018-03-06,"2018-03-07 01:00:00"
106409,NEOUSDT,100.1,2018-03-07,"2018-03-08 01:00:00"
106410,NEOUSDT,90.402,2018-03-08,"2018-03-09 01:00:00"
106411,NEOUSDT,91.64,2018-03-09,"2018-03-10 01:00:00"
106412,NEOUSDT,84.73,2018-03-10,"2018-03-11 01:00:00"
106413,NEOUSDT,90.445,2018-03-11,"2018-03-12 01:00:00"
106414,NEOUSDT,85.25,2018-03-12,"2018-03-13 01:00:00"
106415,NEOUSDT,83,2018-03-13,"2018-03-14 01:00:00"
106416,NEOUSDT,71.2,2018-03-14,"2018-03-15 01:00:00"
106417,NEOUSDT,69.06,2018-03-15,"2018-03-16 01:00:00"
106418,NEOUSDT,67.288,2018-03-16,"2018-03-17 01:00:00"
106419,NEOUSDT,60.2,2018-03-17,"2018-03-18 01:00:00"
106420,NEOUSDT,65.2,2018-03-18,"2018-03-19 01:00:00"
106421,NEOUSDT,72.53,2018-03-19,"2018-03-20 01:00:00"
106422,NEOUSDT,75.713,2018-03-20,"2018-03-21 01:00:00"
106423,NEOUSDT,72.58,2018-03-21,"2018-03-22 01:00:00"
106424,NEOUSDT,69.289,2018-03-22,"2018-03-23 01:00:00"
106425,NEOUSDT,68.847,2018-03-23,"2018-03-24 01:00:00"
106426,NEOUSDT,65.225,2018-03-24,"2018-03-25 01:00:00"
106427,NEOUSDT,65.521,2018-03-25,"2018-03-26 02:00:00"
106428,NEOUSDT,58.879,2018-03-26,"2018-03-27 02:00:00"
106429,NEOUSDT,55.365,2018-03-27,"2018-03-28 02:00:00"
106430,NEOUSDT,57.165,2018-03-28,"2018-03-29 02:00:00"
106431,NEOUSDT,51.606,2018-03-29,"2018-03-30 02:00:00"
106432,NEOUSDT,50.296,2018-03-30,"2018-03-31 02:00:00"
106433,NEOUSDT,49.918,2018-03-31,"2018-04-01 02:00:00"
106434,NEOUSDT,47.25,2018-04-01,"2018-04-02 02:00:00"
106435,NEOUSDT,48.816,2018-04-02,"2018-04-03 02:00:00"
106436,NEOUSDT,53.273,2018-04-03,"2018-04-04 02:00:00"
106437,NEOUSDT,47.537,2018-04-04,"2018-04-05 02:00:00"
106438,NEOUSDT,46.954,2018-04-05,"2018-04-06 02:00:00"
106439,NEOUSDT,44.748,2018-04-06,"2018-04-07 02:00:00"
106440,NEOUSDT,46.592,2018-04-07,"2018-04-08 02:00:00"
106441,NEOUSDT,49.37,2018-04-08,"2018-04-09 02:00:00"
106442,NEOUSDT,53.02,2018-04-09,"2018-04-10 02:00:00"
106443,NEOUSDT,52.734,2018-04-10,"2018-04-11 02:00:00"
106444,NEOUSDT,58.293,2018-04-11,"2018-04-12 02:00:00"
106445,NEOUSDT,67.15,2018-04-12,"2018-04-13 02:00:00"
106446,NEOUSDT,62.269,2018-04-13,"2018-04-14 02:00:00"
106447,NEOUSDT,64.179,2018-04-14,"2018-04-15 02:00:00"
106448,NEOUSDT,70.617,2018-04-15,"2018-04-16 02:00:00"
106449,NEOUSDT,66.801,2018-04-16,"2018-04-17 02:00:00"
106450,NEOUSDT,65.66,2018-04-17,"2018-04-18 02:00:00"
106451,NEOUSDT,72.91,2018-04-18,"2018-04-19 02:00:00"
106452,NEOUSDT,73.949,2018-04-19,"2018-04-20 02:00:00"
106453,NEOUSDT,79.14,2018-04-20,"2018-04-21 02:00:00"
106454,NEOUSDT,74.748,2018-04-21,"2018-04-22 02:00:00"
106455,NEOUSDT,73.615,2018-04-22,"2018-04-23 02:00:00"
106456,NEOUSDT,76.2,2018-04-23,"2018-04-24 02:00:00"
106457,NEOUSDT,82.412,2018-04-24,"2018-04-25 02:00:00"
106458,NEOUSDT,71.549,2018-04-25,"2018-04-26 02:00:00"
106459,NEOUSDT,76.879,2018-04-26,"2018-04-27 02:00:00"
106460,NEOUSDT,72.318,2018-04-27,"2018-04-28 02:00:00"
106461,NEOUSDT,76.613,2018-04-28,"2018-04-29 02:00:00"
106462,NEOUSDT,90.6,2018-04-29,"2018-04-30 02:00:00"
106463,NEOUSDT,84,2018-04-30,"2018-05-01 02:00:00"
106464,NEOUSDT,84.104,2018-05-01,"2018-05-02 02:00:00"
106465,NEOUSDT,84.801,2018-05-02,"2018-05-03 02:00:00"
106466,NEOUSDT,87.707,2018-05-03,"2018-05-04 02:00:00"
106467,NEOUSDT,84.205,2018-05-04,"2018-05-05 02:00:00"
106468,NEOUSDT,84.5,2018-05-05,"2018-05-06 02:00:00"
106469,NEOUSDT,83.766,2018-05-06,"2018-05-07 02:00:00"
106470,NEOUSDT,79.129,2018-05-07,"2018-05-08 02:00:00"
106471,NEOUSDT,76.853,2018-05-08,"2018-05-09 02:00:00"
106472,NEOUSDT,76.158,2018-05-09,"2018-05-10 02:00:00"
106473,NEOUSDT,69.638,2018-05-10,"2018-05-11 02:00:00"
106474,NEOUSDT,63.429,2018-05-11,"2018-05-12 02:00:00"
106475,NEOUSDT,64.559,2018-05-12,"2018-05-13 02:00:00"
106476,NEOUSDT,67.34,2018-05-13,"2018-05-14 02:00:00"
106477,NEOUSDT,66.043,2018-05-14,"2018-05-15 02:00:00"
106478,NEOUSDT,62.85,2018-05-15,"2018-05-16 02:00:00"
106479,NEOUSDT,61.723,2018-05-16,"2018-05-17 02:00:00"
106480,NEOUSDT,57.5,2018-05-17,"2018-05-18 02:00:00"
106481,NEOUSDT,59.69,2018-05-18,"2018-05-19 02:00:00"
106482,NEOUSDT,59.09,2018-05-19,"2018-05-20 02:00:00"
106483,NEOUSDT,63.703,2018-05-20,"2018-05-21 02:00:00"
106484,NEOUSDT,62.133,2018-05-21,"2018-05-22 02:00:00"
106485,NEOUSDT,56.854,2018-05-22,"2018-05-23 02:00:00"
106486,NEOUSDT,51.65,2018-05-23,"2018-05-24 02:00:00"
106487,NEOUSDT,55.15,2018-05-24,"2018-05-25 02:00:00"
106488,NEOUSDT,52.726,2018-05-25,"2018-05-26 02:00:00"
106489,NEOUSDT,52.14,2018-05-26,"2018-05-27 02:00:00"
106490,NEOUSDT,52.93,2018-05-27,"2018-05-28 02:00:00"
106491,NEOUSDT,47.65,2018-05-28,"2018-05-29 02:00:00"
106492,NEOUSDT,52.094,2018-05-29,"2018-05-30 02:00:00"
106493,NEOUSDT,51.462,2018-05-30,"2018-05-31 02:00:00"
106494,NEOUSDT,53.012,2018-05-31,"2018-06-01 02:00:00"
106495,NEOUSDT,55.5,2018-06-01,"2018-06-02 02:00:00"
106496,NEOUSDT,56.792,2018-06-02,"2018-06-03 02:00:00"
106497,NEOUSDT,56.389,2018-06-03,"2018-06-04 02:00:00"
106498,NEOUSDT,53.399,2018-06-04,"2018-06-05 02:00:00"
106499,NEOUSDT,54.511,2018-06-05,"2018-06-06 02:00:00"
106500,NEOUSDT,53.709,2018-06-06,"2018-06-07 02:00:00"
106501,NEOUSDT,53.517,2018-06-07,"2018-06-08 02:00:00"
106502,NEOUSDT,52.195,2018-06-08,"2018-06-09 02:00:00"
106503,NEOUSDT,50.799,2018-06-09,"2018-06-10 02:00:00"
106504,NEOUSDT,45.324,2018-06-10,"2018-06-11 02:00:00"
106505,NEOUSDT,45.593,2018-06-11,"2018-06-12 02:00:00"
106506,NEOUSDT,41.17,2018-06-12,"2018-06-13 02:00:00"
106507,NEOUSDT,37.885,2018-06-13,"2018-06-14 02:00:00"
106508,NEOUSDT,40.656,2018-06-14,"2018-06-15 02:00:00"
106509,NEOUSDT,37.82,2018-06-15,"2018-06-16 02:00:00"
106510,NEOUSDT,37.96,2018-06-16,"2018-06-17 02:00:00"
106511,NEOUSDT,38.56,2018-06-17,"2018-06-18 02:00:00"
106512,NEOUSDT,39.51,2018-06-18,"2018-06-19 02:00:00"
106513,NEOUSDT,39.85,2018-06-19,"2018-06-20 02:00:00"
106514,NEOUSDT,38.866,2018-06-20,"2018-06-21 02:00:00"
106515,NEOUSDT,37.623,2018-06-21,"2018-06-22 02:00:00"
106516,NEOUSDT,32.91,2018-06-22,"2018-06-23 02:00:00"
106517,NEOUSDT,33.847,2018-06-23,"2018-06-24 02:00:00"
106518,NEOUSDT,31.08,2018-06-24,"2018-06-25 02:00:00"
106519,NEOUSDT,31.56,2018-06-25,"2018-06-26 02:00:00"
106520,NEOUSDT,30.001,2018-06-26,"2018-06-27 02:00:00"
106521,NEOUSDT,30.32,2018-06-27,"2018-06-28 02:00:00"
106522,NEOUSDT,28.181,2018-06-28,"2018-06-29 02:00:00"
106523,NEOUSDT,29.534,2018-06-29,"2018-06-30 02:00:00"
106524,NEOUSDT,30.813,2018-06-30,"2018-07-01 02:00:00"
1616,NEOUSDT,36.4,2018-07-01,"2018-07-02 02:00:00"
16935,NEOUSDT,37.169,2018-07-02,"2018-07-03 00:00:05"
106527,NEOUSDT,36.889,2018-07-03,"2018-07-04 00:06:07"
168500,NEOUSDT,41.806,2018-07-04,"2018-07-05 00:05:22"
216510,NEOUSDT,39.38,2018-07-05,"2018-07-06 00:01:24"
269682,NEOUSDT,37.77,2018-07-06,"2018-07-07 00:03:02"
322962,NEOUSDT,36.645,2018-07-07,"2018-07-08 00:03:00"
376242,NEOUSDT,40.037,2018-07-08,"2018-07-09 00:03:03"
428042,NEOUSDT,37.748,2018-07-09,"2018-07-10 00:01:12"
479102,NEOUSDT,34.46,2018-07-10,"2018-07-11 00:09:51"
531272,NEOUSDT,33.501,2018-07-11,"2018-07-12 00:48:52"
581592,NEOUSDT,31.598,2018-07-12,"2018-07-13 00:09:24"
631912,NEOUSDT,32.911,2018-07-13,"2018-07-14 00:01:46"
682972,NEOUSDT,32.748,2018-07-14,"2018-07-15 00:25:55"
744058,NEOUSDT,33.865,2018-07-15,"2018-07-16 00:06:39"
796968,NEOUSDT,36.669,2018-07-16,"2018-07-17 00:05:33"
849909,NEOUSDT,39.84,2018-07-17,"2018-07-18 00:09:57"
898168,NEOUSDT,37.398,2018-07-18,"2018-07-19 00:00:50"
950388,NEOUSDT,35.648,2018-07-19,"2018-07-20 00:03:58"
1002981,NEOUSDT,33.124,2018-07-20,"2018-07-21 00:01:26"
1056693,NEOUSDT,34.266,2018-07-21,"2018-07-22 00:01:28"
1110032,NEOUSDT,32.8,2018-07-22,"2018-07-23 00:00:31"
1163789,NEOUSDT,32.465,2018-07-23,"2018-07-24 00:00:36"
1217285,NEOUSDT,33.903,2018-07-24,"2018-07-25 00:06:00"
1270533,NEOUSDT,34.5,2018-07-25,"2018-07-26 00:05:09"
1321293,NEOUSDT,33.21,2018-07-26,"2018-07-27 00:05:30"
1373557,NEOUSDT,33.65,2018-07-27,"2018-07-28 00:03:01"
1425445,NEOUSDT,33.43,2018-07-28,"2018-07-29 00:07:38"
1479223,NEOUSDT,33.296,2018-07-29,"2018-07-30 00:06:53"
1531243,NEOUSDT,32.14,2018-07-30,"2018-07-31 00:19:36"
1582401,NEOUSDT,29.863,2018-07-31,"2018-08-01 00:03:56"
1635981,NEOUSDT,28.675,2018-08-01,"2018-08-02 00:01:09"
1688421,NEOUSDT,28.023,2018-08-02,"2018-08-03 00:00:54"
1749221,NEOUSDT,27.846,2018-08-03,"2018-08-04 00:06:54"
1803941,NEOUSDT,26.5,2018-08-04,"2018-08-05 00:06:54"
1858661,NEOUSDT,27.668,2018-08-05,"2018-08-06 00:06:56"
1919461,NEOUSDT,25.94,2018-08-06,"2018-08-07 00:06:17"
1975701,NEOUSDT,25.071,2018-08-07,"2018-08-08 00:05:44"
2040787,NEOUSDT,21.89,2018-08-08,"2018-08-09 00:08:22"
2097487,NEOUSDT,22.903,2018-08-09,"2018-08-10 00:04:14"
2151919,NEOUSDT,19.687,2018-08-10,"2018-08-11 00:04:17"
2207070,NEOUSDT,19.011,2018-08-11,"2018-08-12 00:08:12"
2210091,NEOUSDT,18.636,2018-08-12,"2018-08-13 00:05:49"
2212884,NEOUSDT,15.889,2018-08-13,"2018-08-14 00:08:47"
2215620,NEOUSDT,14.918,2018-08-14,"2018-08-15 00:08:49"
1124430,NULSUSDT,2.7449,2018-07-22,"2018-07-23 06:10:32"
1164020,NULSUSDT,2.48,2018-07-23,"2018-07-24 00:00:36"
1217516,NULSUSDT,2.5595,2018-07-24,"2018-07-25 00:06:00"
1270764,NULSUSDT,2.5715,2018-07-25,"2018-07-26 00:05:09"
1321524,NULSUSDT,2.5424,2018-07-26,"2018-07-27 00:05:30"
1373788,NULSUSDT,2.5821,2018-07-27,"2018-07-28 00:03:01"
1425676,NULSUSDT,2.5543,2018-07-28,"2018-07-29 00:07:38"
1479454,NULSUSDT,2.5998,2018-07-29,"2018-07-30 00:06:53"
1531474,NULSUSDT,2.444,2018-07-30,"2018-07-31 00:19:36"
1582632,NULSUSDT,2.2147,2018-07-31,"2018-08-01 00:03:56"
1636212,NULSUSDT,2.1499,2018-08-01,"2018-08-02 00:01:09"
1688652,NULSUSDT,2.0198,2018-08-02,"2018-08-03 00:00:54"
1749452,NULSUSDT,2.0095,2018-08-03,"2018-08-04 00:06:54"
1804172,NULSUSDT,1.841,2018-08-04,"2018-08-05 00:06:54"
1858892,NULSUSDT,1.8618,2018-08-05,"2018-08-06 00:06:56"
1919692,NULSUSDT,1.8018,2018-08-06,"2018-08-07 00:06:17"
1975932,NULSUSDT,1.7325,2018-08-07,"2018-08-08 00:05:44"
2041018,NULSUSDT,1.5289,2018-08-08,"2018-08-09 00:08:22"
2097718,NULSUSDT,1.5921,2018-08-09,"2018-08-10 00:04:14"
2152150,NULSUSDT,1.3605,2018-08-10,"2018-08-11 00:04:17"
2207083,NULSUSDT,1.3027,2018-08-11,"2018-08-12 00:08:12"
2210104,NULSUSDT,1.6109,2018-08-12,"2018-08-13 00:05:49"
2212897,NULSUSDT,1.419,2018-08-13,"2018-08-14 00:08:47"
2215633,NULSUSDT,1.2866,2018-08-14,"2018-08-15 00:08:49"
109230,ONTUSDT,8.28,2018-06-08,"2018-06-09 02:00:00"
109231,ONTUSDT,8.03,2018-06-09,"2018-06-10 02:00:00"
109232,ONTUSDT,6.86,2018-06-10,"2018-06-11 02:00:00"
109233,ONTUSDT,7.01,2018-06-11,"2018-06-12 02:00:00"
109234,ONTUSDT,6.286,2018-06-12,"2018-06-13 02:00:00"
109235,ONTUSDT,5.932,2018-06-13,"2018-06-14 02:00:00"
109236,ONTUSDT,6.321,2018-06-14,"2018-06-15 02:00:00"
109237,ONTUSDT,5.951,2018-06-15,"2018-06-16 02:00:00"
109238,ONTUSDT,6.095,2018-06-16,"2018-06-17 02:00:00"
109239,ONTUSDT,6.149,2018-06-17,"2018-06-18 02:00:00"
109240,ONTUSDT,6.683,2018-06-18,"2018-06-19 02:00:00"
109241,ONTUSDT,6.755,2018-06-19,"2018-06-20 02:00:00"
109242,ONTUSDT,6.61,2018-06-20,"2018-06-21 02:00:00"
109243,ONTUSDT,6.363,2018-06-21,"2018-06-22 02:00:00"
109244,ONTUSDT,5.308,2018-06-22,"2018-06-23 02:00:00"
109245,ONTUSDT,5.099,2018-06-23,"2018-06-24 02:00:00"
109246,ONTUSDT,5.08,2018-06-24,"2018-06-25 02:00:00"
109247,ONTUSDT,5.6,2018-06-25,"2018-06-26 02:00:00"
109248,ONTUSDT,5.044,2018-06-26,"2018-06-27 02:00:00"
109249,ONTUSDT,5.417,2018-06-27,"2018-06-28 02:00:00"
109250,ONTUSDT,4.793,2018-06-28,"2018-06-29 02:00:00"
109251,ONTUSDT,5.167,2018-06-29,"2018-06-30 02:00:00"
109252,ONTUSDT,5.29,2018-06-30,"2018-07-01 02:00:00"
1824,ONTUSDT,5.395,2018-07-01,"2018-07-02 02:00:00"
17143,ONTUSDT,5.411,2018-07-02,"2018-07-03 00:00:05"
109255,ONTUSDT,5.058,2018-07-03,"2018-07-04 00:06:07"
168708,ONTUSDT,5.047,2018-07-04,"2018-07-05 00:05:22"
216718,ONTUSDT,4.791,2018-07-05,"2018-07-06 00:01:24"
269890,ONTUSDT,4.667,2018-07-06,"2018-07-07 00:03:02"
323170,ONTUSDT,4.34,2018-07-07,"2018-07-08 00:03:00"
376450,ONTUSDT,4.576,2018-07-08,"2018-07-09 00:03:03"
428250,ONTUSDT,4.207,2018-07-09,"2018-07-10 00:01:12"
479310,ONTUSDT,3.687,2018-07-10,"2018-07-11 00:09:51"
531480,ONTUSDT,3.475,2018-07-11,"2018-07-12 00:48:52"
581800,ONTUSDT,3.235,2018-07-12,"2018-07-13 00:09:24"
632120,ONTUSDT,3.345,2018-07-13,"2018-07-14 00:01:46"
683180,ONTUSDT,3.409,2018-07-14,"2018-07-15 00:25:55"
744266,ONTUSDT,3.534,2018-07-15,"2018-07-16 00:06:39"
797176,ONTUSDT,3.676,2018-07-16,"2018-07-17 00:05:33"
850117,ONTUSDT,3.919,2018-07-17,"2018-07-18 00:09:57"
898376,ONTUSDT,3.71,2018-07-18,"2018-07-19 00:00:50"
950596,ONTUSDT,3.548,2018-07-19,"2018-07-20 00:03:58"
1003189,ONTUSDT,3.295,2018-07-20,"2018-07-21 00:01:26"
1056901,ONTUSDT,3.47,2018-07-21,"2018-07-22 00:01:28"
1110240,ONTUSDT,3.229,2018-07-22,"2018-07-23 00:00:31"
1163997,ONTUSDT,3.128,2018-07-23,"2018-07-24 00:00:36"
1217493,ONTUSDT,3.208,2018-07-24,"2018-07-25 00:06:00"
1270741,ONTUSDT,3.509,2018-07-25,"2018-07-26 00:05:09"
1321501,ONTUSDT,3.237,2018-07-26,"2018-07-27 00:05:30"
1373765,ONTUSDT,3.472,2018-07-27,"2018-07-28 00:03:01"
1425653,ONTUSDT,3.337,2018-07-28,"2018-07-29 00:07:38"
1479431,ONTUSDT,3.194,2018-07-29,"2018-07-30 00:06:53"
1531451,ONTUSDT,2.992,2018-07-30,"2018-07-31 00:19:36"
1582609,ONTUSDT,2.691,2018-07-31,"2018-08-01 00:03:56"
1636189,ONTUSDT,2.508,2018-08-01,"2018-08-02 00:01:09"
1688629,ONTUSDT,2.354,2018-08-02,"2018-08-03 00:00:54"
1749429,ONTUSDT,2.275,2018-08-03,"2018-08-04 00:06:54"
1804149,ONTUSDT,2.171,2018-08-04,"2018-08-05 00:06:54"
1858869,ONTUSDT,2.294,2018-08-05,"2018-08-06 00:06:56"
1919669,ONTUSDT,2.159,2018-08-06,"2018-08-07 00:06:17"
1975909,ONTUSDT,2.176,2018-08-07,"2018-08-08 00:05:44"
2040995,ONTUSDT,1.817,2018-08-08,"2018-08-09 00:08:22"
2097695,ONTUSDT,1.927,2018-08-09,"2018-08-10 00:04:14"
2152127,ONTUSDT,1.655,2018-08-10,"2018-08-11 00:04:17"
2207079,ONTUSDT,1.528,2018-08-11,"2018-08-12 00:08:12"
2210100,ONTUSDT,1.537,2018-08-12,"2018-08-13 00:05:49"
2212893,ONTUSDT,1.294,2018-08-13,"2018-08-14 00:08:47"
2215629,ONTUSDT,1.156,2018-08-14,"2018-08-15 00:08:49"
115195,QTUMUSDT,19.878,2018-03-19,"2018-03-20 01:00:00"
115196,QTUMUSDT,20.386,2018-03-20,"2018-03-21 01:00:00"
115197,QTUMUSDT,19.593,2018-03-21,"2018-03-22 01:00:00"
115198,QTUMUSDT,19.288,2018-03-22,"2018-03-23 01:00:00"
115199,QTUMUSDT,18.442,2018-03-23,"2018-03-24 01:00:00"
115200,QTUMUSDT,17.758,2018-03-24,"2018-03-25 01:00:00"
115201,QTUMUSDT,17.958,2018-03-25,"2018-03-26 02:00:00"
115202,QTUMUSDT,16.023,2018-03-26,"2018-03-27 02:00:00"
115203,QTUMUSDT,15.149,2018-03-27,"2018-03-28 02:00:00"
115204,QTUMUSDT,15.502,2018-03-28,"2018-03-29 02:00:00"
115205,QTUMUSDT,14.132,2018-03-29,"2018-03-30 02:00:00"
115206,QTUMUSDT,14.182,2018-03-30,"2018-03-31 02:00:00"
115207,QTUMUSDT,14.031,2018-03-31,"2018-04-01 02:00:00"
115208,QTUMUSDT,13.326,2018-04-01,"2018-04-02 02:00:00"
115209,QTUMUSDT,14.155,2018-04-02,"2018-04-03 02:00:00"
115210,QTUMUSDT,14.962,2018-04-03,"2018-04-04 02:00:00"
115211,QTUMUSDT,13.539,2018-04-04,"2018-04-05 02:00:00"
115212,QTUMUSDT,13.323,2018-04-05,"2018-04-06 02:00:00"
115213,QTUMUSDT,12.764,2018-04-06,"2018-04-07 02:00:00"
115214,QTUMUSDT,13.084,2018-04-07,"2018-04-08 02:00:00"
115215,QTUMUSDT,13.399,2018-04-08,"2018-04-09 02:00:00"
115216,QTUMUSDT,13.41,2018-04-09,"2018-04-10 02:00:00"
115217,QTUMUSDT,13.424,2018-04-10,"2018-04-11 02:00:00"
115218,QTUMUSDT,14.374,2018-04-11,"2018-04-12 02:00:00"
115219,QTUMUSDT,16.491,2018-04-12,"2018-04-13 02:00:00"
